"Rule","Consequent","Support","Confidence","Lift","MissedBaskets","AvgPrice","AvgQty","ExpectedUplift","PotentialRevenue"
"{BLUE HARMONICA IN BOX} => {RED  HARMONICA IN BOX}","RED  HARMONICA IN BOX",0.01729,0.524,14.55,287,1.42746200607903,31.5395136778115,150,6770.69
"{CHOCOLATE HOT WATER BOTTLE} => {SCOTTIE DOG HOT WATER BOTTLE}","SCOTTIE DOG HOT WATER BOTTLE",0.01702,0.365,8.66,541,5.74779220779221,5.96233766233766,197,6767.18
"{CHOCOLATE HOT WATER BOTTLE} => {HOT WATER BOTTLE KEEP CALM}","HOT WATER BOTTLE KEEP CALM",0.01472,0.316,7.42,583,5.26492287917738,6.87917737789203,184,6672.43
"{HEART OF WICKER LARGE} => {HEART OF WICKER SMALL}","HEART OF WICKER SMALL",0.02698,0.534,8.15,430,1.96453634085213,14.7769423558897,230,6665.83
"{GIN + TONIC DIET METAL SIGN} => {COOK WITH WINE METAL SIGN}","COOK WITH WINE METAL SIGN",0.01795,0.406,10.3,480,2.39272222222222,14.1958333333333,195,6619.43
"{CHILDRENS CUTLERY POLKADOT PINK} => {CHILDRENS CUTLERY POLKADOT BLUE}","CHILDRENS CUTLERY POLKADOT BLUE",0.01631,0.548,25.54,246,4.89961734693878,9.95663265306122,135,6576.43
"{JUMBO BAG VINTAGE DOILY} => {LUNCH BAG VINTAGE DOILY}","LUNCH BAG VINTAGE DOILY",0.02758,0.41,6.83,726,1.82762773722628,11.9306569343066,298,6490.42
"{GIN + TONIC DIET METAL SIGN} => {PLEASE ONE PERSON METAL SIGN}","PLEASE ONE PERSON METAL SIGN",0.01625,0.368,8.04,511,2.43326946107784,14.1341317365269,188,6467.38
"{CHOCOLATE HOT WATER BOTTLE} => {HOT WATER BOTTLE I AM SO POORLY}","HOT WATER BOTTLE I AM SO POORLY",0.02145,0.46,12.8,460,5.8789802130898,5.18569254185693,212,6450.96
"{JUMBO STORAGE BAG SUKI} => {JUMBO STORAGE BAG SKULLS}","JUMBO STORAGE BAG SKULLS",0.02008,0.31,8.07,817,2.79534188034188,9.10968660968661,253,6449.44
"{LUNCH BAG RED RETROSPOT} => {LUNCH BAG SPACEBOY DESIGN}","LUNCH BAG SPACEBOY DESIGN",0.03065,0.358,5.65,1004,2.00968885047537,8.90060501296456,359,6429.32
"{RED RETROSPOT CHARLOTTE BAG} => {CHARLOTTE BAG SUKI DESIGN}","CHARLOTTE BAG SUKI DESIGN",0.02775,0.491,10.21,525,1.20502844141069,20.4732650739477,258,6359.53
"{JUMBO BAG WOODLAND ANIMALS} => {JUMBO BAG SPACEBOY DESIGN}","JUMBO BAG SPACEBOY DESIGN",0.01598,0.339,9.04,570,2.66170802919708,12.192700729927,193,6270.97
"{DOLLY GIRL LUNCH BOX} => {LUNCH BOX I LOVE LONDON}","LUNCH BOX I LOVE LONDON",0.01401,0.301,7.84,594,2.32673789173789,14.9729344729345,179,6228.84
"{GREEN REGENCY TEACUP AND SAUCER} => {ROSES REGENCY TEACUP AND SAUCER}","ROSES REGENCY TEACUP AND SAUCER",0.04197,0.757,13.03,246,3.66992467043314,9.04331450094162,186,6180.39
"{PACK OF 72 RETROSPOT CAKE CASES} => {PACK OF 60 PINK PAISLEY CAKE CASES}","PACK OF 60 PINK PAISLEY CAKE CASES",0.02353,0.326,6.85,890,0.747307249712313,28.3544303797468,290,6147.91
"{WOODEN FRAME ANTIQUE WHITE} => {WOODEN PICTURE FRAME WHITE FINISH}","WOODEN PICTURE FRAME WHITE FINISH",0.0295,0.556,9.26,430,3.10584699453552,8.01092896174863,239,5948.48
"{ROUND SNACK BOXES SET OF 4 FRUITS} => {ROUND SNACK BOXES SET OF4 WOODLAND}","ROUND SNACK BOXES SET OF4 WOODLAND",0.01686,0.531,13.26,272,3.46948087431694,11.6571038251366,144,5841.42
"{ROSES REGENCY TEACUP AND SAUCER} => {GREEN REGENCY TEACUP AND SAUCER}","GREEN REGENCY TEACUP AND SAUCER",0.04197,0.722,13.03,295,3.84362290227048,7.106614017769,213,5817.85
"{JUMBO BAG WOODLAND ANIMALS} => {JUMBO BAG TOYS}","JUMBO BAG TOYS",0.01582,0.335,11.74,573,3.13097701149425,9.58429118773946,192,5760.22
"{BAKING SET 9 PIECE RETROSPOT} => {BAKING SET SPACEBOY DESIGN}","BAKING SET SPACEBOY DESIGN",0.01828,0.359,14.17,596,5.47323974082073,4.75593952483801,214,5569.57
"{JUMBO BAG WOODLAND ANIMALS} => {RECYCLING BAG RETROSPOT}","RECYCLING BAG RETROSPOT",0.01499,0.318,7.78,588,3.19374832663989,9.15930388219545,187,5469.75
"{SCOTTIE DOG HOT WATER BOTTLE} => {RETROSPOT HEART HOT WATER BOTTLE}","RETROSPOT HEART HOT WATER BOTTLE",0.01456,0.345,10.13,504,5.55261637239165,5.59711075441413,174,5403.95
"{ALARM CLOCK BAKELIKE RED} => {ALARM CLOCK BAKELIKE IVORY}","ALARM CLOCK BAKELIKE IVORY",0.02041,0.355,11.43,677,4.42278169014085,5.06514084507042,240,5383.99
"{ROUND SNACK BOXES SET OF4 WOODLAND} => {ROUND SNACK BOXES SET OF 4 FRUITS}","ROUND SNACK BOXES SET OF 4 FRUITS",0.01686,0.421,13.26,424,3.27279310344828,9.20344827586207,179,5376.72
"{SET OF 60 PANTRY DESIGN CAKE CASES} => {SET OF 3 REGENCY CAKE TINS}","SET OF 3 REGENCY CAKE TINS",0.01116,0.325,6.83,424,5.89278481012658,6.5765247410817,138,5340.31
"{EDWARDIAN PARASOL BLACK} => {EDWARDIAN PARASOL NATURAL}","EDWARDIAN PARASOL NATURAL",0.01078,0.517,17.73,184,7.82971857410882,7.09568480300188,95,5285.05
"{JUMBO BAG 50'S CHRISTMAS} => {JUMBO BAG VINTAGE CHRISTMAS}","JUMBO BAG VINTAGE CHRISTMAS",0.01762,0.452,17.41,391,2.41848101265823,12.1413502109705,177,5189.49
"{GIN + TONIC DIET METAL SIGN} => {HAND OVER THE CHOCOLATE   SIGN}","HAND OVER THE CHOCOLATE   SIGN",0.01603,0.363,9.85,515,2.36270430906389,11.55720653789,187,5104.77
"{CHILDRENS CUTLERY RETROSPOT RED} => {CHILDRENS CUTLERY POLKADOT PINK}","CHILDRENS CUTLERY POLKADOT PINK",0.01445,0.604,20.29,173,4.93301470588235,9.6875,104,4993.52
"{RED RETROSPOT CHARLOTTE BAG} => {WOODLAND CHARLOTTE BAG}","WOODLAND CHARLOTTE BAG",0.02764,0.489,10.75,527,1.21432692307692,15.9435096153846,258,4989.29
"{LUNCH BAG APPLE DESIGN} => {LUNCH BAG ALPHABET DESIGN}","LUNCH BAG ALPHABET DESIGN",0.02041,0.36,8.91,662,1.97169147496617,10.5209742895805,238,4943.74
"{HOT WATER BOTTLE KEEP CALM} => {LOVE HOT WATER BOTTLE}","LOVE HOT WATER BOTTLE",0.01292,0.303,11.67,542,6.21364210526316,4.81473684210526,164,4913.16
"{REGENCY TEA PLATE ROSES} => {REGENCY SUGAR BOWL GREEN}","REGENCY SUGAR BOWL GREEN",0.01012,0.417,23.65,259,4.79913043478261,9.46894409937888,108,4907.95
"{LUNCH BAG SPACEBOY DESIGN} => {LUNCH BAG DOLLY GIRL DESIGN}","LUNCH BAG DOLLY GIRL DESIGN",0.02123,0.335,9,769,1.93801762114537,9.81497797356828,258,4900.25
"{STRAWBERRY CHARLOTTE BAG} => {POPCORN HOLDER}","POPCORN HOLDER",0.01226,0.31,4.14,498,1.05111029948868,29.5924032140248,154,4801.97
"{SUKI  SHOULDER BAG} => {RED TOADSTOOL LED NIGHT LIGHT}","RED TOADSTOOL LED NIGHT LIGHT",0.01051,0.362,7.85,338,2.40120996441281,16.2657176749703,122,4778.91
"{SET OF 6 SPICE TINS PANTRY DESIGN} => {RECIPE BOX PANTRY YELLOW DESIGN}","RECIPE BOX PANTRY YELLOW DESIGN",0.01363,0.302,4.97,576,3.7116862037872,7.40126239855726,174,4778.66
"{IVORY KITCHEN SCALES} => {RED KITCHEN SCALES}","RED KITCHEN SCALES",0.01609,0.415,14.03,414,9.82005545286506,2.79667282809612,172,4718.5
"{CHILDRENS CUTLERY RETROSPOT RED} => {CHILDRENS CUTLERY POLKADOT GREEN}","CHILDRENS CUTLERY POLKADOT GREEN",0.01012,0.423,23.8,252,5.22264615384615,8.24307692307692,107,4589.03
"{HAND WARMER OWL DESIGN} => {HAND WARMER SCOTTY DOG DESIGN}","HAND WARMER SCOTTY DOG DESIGN",0.01833,0.513,17.14,318,2.34299817184643,11.9963436928702,163,4585.27
"{WOOD S/3 CABINET ANT WHITE FINISH} => {WOOD 2 DRAWER CABINET WHITE FINISH}","WOOD 2 DRAWER CABINET WHITE FINISH",0.01538,0.467,15.8,321,6.95790740740741,4.38703703703704,150,4575.85
"{PINK CREAM FELT CRAFT TRINKET BOX} => {PINK BLUE FELT CRAFT TRINKET BOX}","PINK BLUE FELT CRAFT TRINKET BOX",0.01478,0.438,15.34,346,1.422030651341,21.0421455938697,152,4534.71
"{RED RETROSPOT CHARLOTTE BAG} => {PACK OF 72 RETROSPOT CAKE CASES}","PACK OF 72 RETROSPOT CAKE CASES",0.01751,0.31,4.29,712,0.745037878787879,27.4893939393939,221,4520.49
"{HAND WARMER OWL DESIGN} => {HAND WARMER BIRD DESIGN}","HAND WARMER BIRD DESIGN",0.01702,0.476,15.74,342,2.40614828209765,11.4303797468354,163,4477.3
"{PACK OF 72 RETROSPOT CAKE CASES} => {60 TEATIME FAIRY CAKE CASES}","60 TEATIME FAIRY CAKE CASES",0.02479,0.343,7.57,867,0.690531400966184,21.7596618357488,297,4468.37
"{SET/6 RED SPOTTY PAPER PLATES} => {PAPER BUNTING RETROSPOT}","PAPER BUNTING RETROSPOT",0.01034,0.359,8.22,338,3.78500627352572,9.45671267252196,121,4343.28
"{WOOD 2 DRAWER CABINET WHITE FINISH} => {WOOD S/3 CABINET ANT WHITE FINISH}","WOOD S/3 CABINET ANT WHITE FINISH",0.01538,0.52,15.8,259,9.12910299003322,3.5265780730897,135,4335.95
"{LUNCH BAG VINTAGE DOILY} => {LUNCH BAG VINTAGE LEAF DESIGN}","LUNCH BAG VINTAGE LEAF DESIGN",0.01872,0.312,8.56,754,1.92492492492492,9.38888888888889,235,4251.62
"{VINTAGE SNAP CARDS} => {VINTAGE HEADS AND TAILS CARD GAME}","VINTAGE HEADS AND TAILS CARD GAME",0.01872,0.37,11.14,582,1.50747940691928,12.9472817133443,215,4202.95
"{CHARLOTTE BAG SUKI DESIGN} => {RED RETROSPOT CHARLOTTE BAG}","RED RETROSPOT CHARLOTTE BAG",0.02775,0.577,10.21,372,1.13962209302326,17.1744186046512,215,4201.09
"{RED RETROSPOT CHARLOTTE BAG} => {STRAWBERRY CHARLOTTE BAG}","STRAWBERRY CHARLOTTE BAG",0.0266,0.471,11.92,546,1.20416897506925,13.5470914127424,257,4195.15
"{RED RETROSPOT CHARLOTTE BAG} => {CHARLOTTE BAG PINK POLKADOT}","CHARLOTTE BAG PINK POLKADOT",0.02857,0.506,12.46,510,1.22587601078167,13.0619946091644,258,4132.16
"{HAND WARMER BIRD DESIGN} => {HAND WARMER OWL DESIGN}","HAND WARMER OWL DESIGN",0.01702,0.562,15.74,242,2.36416539050536,12.8269525267994,136,4124.33
"{PINK REGENCY TEACUP AND SAUCER,ROSES REGENCY TEACUP AND SAUCER} => {REGENCY TEA PLATE ROSES}","REGENCY TEA PLATE ROSES",0.01001,0.306,12.59,415,2.07711711711712,15.4076576576577,127,4064.13
"{FELTCRAFT CUSHION OWL} => {FELTCRAFT CUSHION RABBIT}","FELTCRAFT CUSHION RABBIT",0.01188,0.462,21.86,253,4.30194300518135,7.9740932642487,117,4009.67
"{PLASTERS IN TIN WOODLAND ANIMALS} => {PLASTERS IN TIN SPACEBOY}","PLASTERS IN TIN SPACEBOY",0.01861,0.483,13.11,364,1.86276374442793,11.9687964338782,176,3919.74
"{HOME BUILDING BLOCK WORD} => {LOVE BUILDING BLOCK WORD}","LOVE BUILDING BLOCK WORD",0.01625,0.383,11.12,479,6.70112877583466,3.17965023847377,183,3908.96
"{CANDLEHOLDER PINK HANGING HEART} => {RED HANGING HEART T-LIGHT HOLDER}","RED HANGING HEART T-LIGHT HOLDER",0.01144,0.442,10.94,264,3.16582655826558,10.5677506775068,117,3903.87
"{SET 3 RETROSPOT TEA,COFFEE,SUGAR} => {RED SPOTTY BISCUIT TIN}","RED SPOTTY BISCUIT TIN",0.01023,0.435,20.17,243,5.91959390862944,6.16243654822335,106,3856.03
"{REGENCY TEAPOT ROSES} => {REGENCY MILK JUG PINK}","REGENCY MILK JUG PINK",0.01237,0.545,30.25,189,3.88261398176292,9.58662613981763,103,3833.97
"{RECYCLING BAG RETROSPOT} => {TOY TIDY PINK POLKADOT}","TOY TIDY PINK POLKADOT",0.01489,0.364,14.19,475,3.02810234541578,7.31982942430704,173,3832.36
"{FELTCRAFT CUSHION OWL} => {FELTCRAFT CUSHION BUTTERFLY}","FELTCRAFT CUSHION BUTTERFLY",0.01023,0.398,20.89,283,4.28117816091954,7.91954022988506,113,3818.85
"{SET/20 RED RETROSPOT PAPER NAPKINS} => {SET/6 RED SPOTTY PAPER PLATES}","SET/6 RED SPOTTY PAPER PLATES",0.02025,0.376,13.05,613,0.987324478178368,16.573055028463,230,3771.47
"{GARDENERS KNEELING PAD KEEP CALM} => {GARDENERS KNEELING PAD CUP OF TEA}","GARDENERS KNEELING PAD CUP OF TEA",0.02988,0.599,14.45,366,1.91210039630119,8.88243064729194,219,3723.49
"{STRAWBERRY CERAMIC TRINKET BOX} => {SWEETHEART CERAMIC TRINKET BOX}","SWEETHEART CERAMIC TRINKET BOX",0.01828,0.404,14.52,492,1.57206286836935,11.8742632612967,199,3710.42
"{LOVE BUILDING BLOCK WORD} => {HOME BUILDING BLOCK WORD}","HOME BUILDING BLOCK WORD",0.01625,0.472,11.12,332,6.63394329896907,3.52061855670103,157,3659.91
"{RED SPOTTY BISCUIT TIN} => {SET 3 RETROSPOT TEA,COFFEE,SUGAR}","SET 3 RETROSPOT TEA,COFFEE,SUGAR",0.01023,0.475,20.17,207,7.432,4.93023255813953,98,3602.77
"{HAND WARMER OWL DESIGN} => {HAND WARMER RED RETROSPOT}","HAND WARMER RED RETROSPOT",0.01144,0.32,14.92,444,2.21428571428571,11.3494897959184,142,3570.61
"{PLASTERS IN TIN SPACEBOY} => {PLASTERS IN TIN WOODLAND ANIMALS}","PLASTERS IN TIN WOODLAND ANIMALS",0.01861,0.505,13.11,333,1.91142045454545,11.0411931818182,168,3549.02
"{JUMBO BAG VINTAGE CHRISTMAS} => {JUMBO BAG 50'S CHRISTMAS}","JUMBO BAG 50'S CHRISTMAS",0.01762,0.679,17.41,152,2.42241234221599,14.0743338008415,103,3518.76
"{RED DINER WALL CLOCK} => {IVORY DINER WALL CLOCK}","IVORY DINER WALL CLOCK",0.01095,0.435,19.14,260,8.85578313253012,3.47469879518072,113,3480.22
"{RED RETROSPOT CHARLOTTE BAG} => {CHARLOTTE BAG APPLES DESIGN}","CHARLOTTE BAG APPLES DESIGN",0.018,0.319,9.99,703,1.12058319039451,13.6620926243568,224,3433.27
"{PAPER CHAIN KIT VINTAGE CHRISTMAS} => {60 CAKE CASES VINTAGE CHRISTMAS}","60 CAKE CASES VINTAGE CHRISTMAS",0.01368,0.306,9.04,566,0.769741518578352,25.6445880452342,173,3418.84
"{PLASTERS IN TIN WOODLAND ANIMALS} => {PLASTERS IN TIN STRONGMAN}","PLASTERS IN TIN STRONGMAN",0.01302,0.338,12,466,1.84947572815534,11.5980582524272,158,3378.6
"{RED KITCHEN SCALES} => {IVORY KITCHEN SCALES}","IVORY KITCHEN SCALES",0.01609,0.543,14.03,247,9.46661016949153,2.65112994350282,134,3366.06
"{HANGING HEART ZINC T-LIGHT HOLDER} => {NATURAL SLATE HEART CHALKBOARD}","NATURAL SLATE HEART CHALKBOARD",0.01012,0.307,4.49,418,3.5936217948718,7.29166666666667,128,3362.59
"{SET/20 RED RETROSPOT PAPER NAPKINS} => {SET/6 RED SPOTTY PAPER CUPS}","SET/6 RED SPOTTY PAPER CUPS",0.0162,0.301,12.92,687,0.966948356807512,16.6267605633803,207,3324.56
"{PAINTED METAL PEARS ASSORTED} => {ASSORTED COLOUR BIRD ORNAMENT}","ASSORTED COLOUR BIRD ORNAMENT",0.01417,0.7,8.8,111,1.72325533379215,24.8141775636614,78,3322.54
"{HAND WARMER OWL DESIGN} => {HAND WARMER UNION JACK}","HAND WARMER UNION JACK",0.01292,0.361,13.82,417,2.20046025104603,9.96443514644352,151,3300.73
"{ALARM CLOCK BAKELIKE GREEN,ALARM CLOCK BAKELIKE RED} => {ALARM CLOCK BAKELIKE ORANGE}","ALARM CLOCK BAKELIKE ORANGE",0.01138,0.325,13.35,432,4.51586516853933,5.1752808988764,140,3281.27
"{PLASTERS IN TIN WOODLAND ANIMALS} => {PLASTERS IN TIN CIRCUS PARADE}","PLASTERS IN TIN CIRCUS PARADE",0.01549,0.402,12.86,421,1.7876357267951,10.6760070052539,169,3229.95
"{HAND WARMER OWL DESIGN} => {HAND WARMER RED LOVE HEART}","HAND WARMER RED LOVE HEART",0.01193,0.334,15.37,435,2.23141057934509,9.93702770780856,145,3221.6
"{ALARM CLOCK BAKELIKE GREEN,ALARM CLOCK BAKELIKE RED} => {ALARM CLOCK BAKELIKE CHOCOLATE}","ALARM CLOCK BAKELIKE CHOCOLATE",0.01231,0.352,15.01,415,4.75672897196262,4.60046728971963,146,3196.69
"{RED  HARMONICA IN BOX} => {BLUE HARMONICA IN BOX}","BLUE HARMONICA IN BOX",0.01729,0.48,14.55,342,1.43364842454395,13.0331674958541,164,3067.33
"{60 TEATIME FAIRY CAKE CASES} => {PACK OF 72 SKULL CAKE CASES}","PACK OF 72 SKULL CAKE CASES",0.01363,0.301,8.31,579,0.792087745839637,22.1906202723147,174,3063.29
"{IVORY DINER WALL CLOCK} => {RED DINER WALL CLOCK}","RED DINER WALL CLOCK",0.01095,0.482,19.14,215,9.24141304347826,3.04347826086957,104,2914.7
"{BLUE HAPPY BIRTHDAY BUNTING} => {PINK HAPPY BIRTHDAY BUNTING}","PINK HAPPY BIRTHDAY BUNTING",0.01434,0.675,30.77,126,5.93800498753117,5.69576059850374,85,2876.51
"{STRAWBERRY LUNCH BOX WITH CUTLERY} => {LUNCH BOX WITH CUTLERY RETROSPOT}","LUNCH BOX WITH CUTLERY RETROSPOT",0.01193,0.381,14.45,354,3.3251244813278,6.39419087136929,135,2867.62
"{FELTCRAFT CUSHION RABBIT} => {FELTCRAFT CUSHION OWL}","FELTCRAFT CUSHION OWL",0.01188,0.562,21.86,169,4.15770212765957,7.15957446808511,95,2827.25
